"year","month","date","close","high","low","open","volume"
"2017",Sep,"2017-09-01",1281.5,1355.8,1277.0,1320.2,26808
"2017",Nov,"2017-11-01",1273.2,1296.2,1265.3,1272.2,326214
"2017",Dec,"2017-12-01",1306.3,1306.3,1236.5,1274.1,7596
"2018",Jan,"2018-01-01",1339.0,1362.4,1302.3,1302.3,338322
"2018",Feb,"2018-02-01",1315.5,1361.4,1307.0,1343.8,10243
"2018",Mar,"2018-03-01",1322.8,1354.4,1301.8,1310.4,356297
"2018",May,"2018-05-01",1300.1,1320.8,1285.2,1313.2,441893
"2018",Jun,"2018-06-01",1251.3,1307.7,1244.8,1298.6,5166
"2018",Aug,"2018-08-01",1200.3,1223.7,1161.4,1222.9,5996
"2018",Sep,"2018-09-01",1191.5,1206.2,1180.0,1193.8,23406
"2018",Oct,"2018-10-01",1212.3,1238.6,1183.7,1191.6,4126
"2018",Nov,"2018-11-01",1220.2,1236.0,1196.3,1215.4,304805
"2018",Dec,"2018-12-01",1278.3,1281.3,1221.3,1222.5,4402
"2019",Jan,"2019-01-01",1319.7,1325.4,1275.3,1286.0,270998
"2019",Feb,"2019-02-01",1312.8,1344.0,1301.6,1320.3,7989
"2019",Mar,"2019-03-01",1293.0,1322.9,1281.0,1312.2,295700
"2019",Apr,"2019-04-01",1282.8,1309.1,1266.0,1291.8,6961
"2019",May,"2019-05-01",1305.8,1306.4,1266.6,1278.7,248448
"2019",Jun,"2019-06-01",1409.7,1433.3,1307.0,1307.0,6517
"2019",Jul,"2019-07-01",1426.1,1444.2,1382.8,1386.6,302051
"2019",Aug,"2019-08-01",1519.1,1549.3,1400.9,1411.3,17142
"2019",Oct,"2019-10-01",1511.4,1518.2,1458.3,1468.7,5233
"2019",Nov,"2019-11-01",1465.6,1511.6,1447.1,1511.0,443701
"2020",Jan,"2020-01-01",1582.9,1604.2,1518.0,1518.1,316262
"2020",Feb,"2020-02-01",1564.1,1686.6,1547.7,1592.9,9617
"2020",Apr,"2020-04-01",1684.2,1775.0,1570.0,1570.0,14324
"2020",May,"2020-05-01",1736.9,1770.5,1670.5,1686.6,168568
"2020",Jun,"2020-06-01",1793.0,1793.2,1668.6,1740.4,16436
"2020",Jul,"2020-07-01",1962.8,1981.1,1765.8,1793.6,246967
"2020",Aug,"2020-08-01",1967.6,2063.0,1871.6,1984.3,11710
"2020",Sep,"2020-09-01",1887.5,1986.3,1851.5,1961.7,17781
"2020",Oct,"2020-10-01",1877.4,1929.1,1858.8,1884.1,9613
"2020",Dec,"2020-12-01",1893.1,1908.0,1774.9,1775.0,12142
"2021",Jan,"2021-01-01",1847.3,1959.9,1802.0,1912.2,225930
"2021",Feb,"2021-02-01",1728.1,1871.9,1718.8,1866.6,16813
"2021",Mar,"2021-03-01",1713.8,1750.3,1673.7,1737.1,167914
"2021",Apr,"2021-04-01",1767.3,1794.5,1706.4,1706.8,11366
"2021",May,"2021-05-01",1902.5,1905.4,1774.8,1788.5,210133
"2021",Jun,"2021-06-01",1770.8,1916.2,1752.1,1905.1,8466
"2021",Jul,"2021-07-01",1812.6,1833.0,1768.8,1775.7,245814
"2021",Sep,"2021-09-01",1755.3,1833.9,1721.4,1813.5,28543
"2021",Oct,"2021-10-01",1783.0,1809.0,1744.7,1754.3,8208
"2021",Nov,"2021-11-01",1773.6,1869.7,1761.8,1787.5,221936
"2021",Dec,"2021-12-01",1827.5,1827.8,1753.9,1774.8,10803
"2022",Jan,"2022-01-01",1795.0,1852.7,1778.8,1830.1,232014
"2022",Feb,"2022-02-01",1899.4,1972.5,1787.9,1797.2,9510
"2022",Mar,"2022-03-01",1949.2,2072.0,1893.5,1908.3,157864
"2022",Apr,"2022-04-01",1909.3,1997.1,1872.9,1935.0,7725
"2022",Jun,"2022-06-01",1804.1,1875.6,1801.0,1831.0,7851
"2022",Jul,"2022-07-01",1762.9,1806.1,1679.8,1795.5,194989
"2022",Aug,"2022-08-01",1712.8,1804.9,1708.5,1763.9,11161
"2022",Sep,"2022-09-01",1662.4,1728.1,1620.4,1707.9,41586
"2022",Oct,"2022-10-01",1635.9,1728.0,1622.8,1667.2,8817
"2022",Nov,"2022-11-01",1746.0,1778.9,1615.1,1630.8,161813
