"year","month","date","close","high","low","open","volume"
"2014",Nov,"2014-11-01",4791.63,4810.86,4594.92,4633.71,"32967990000"
"2014",Dec,"2014-12-01",4736.05,4814.95,4547.31,4777.73,"39587090000"
"2015",Jan,"2015-01-01",4635.24,4777.01,4563.11,4760.24,"38719030000"
"2015",Feb,"2015-02-01",4963.53,4989.25,4580.46,4650.6,"35773090000"
"2015",Mar,"2015-03-01",4900.88,5042.14,4825.93,4973.43,"41204240000"
"2015",Apr,"2015-04-01",4941.42,5119.83,4844.39,4894.36,"37409760000"
"2015",May,"2015-05-01",5070.03,5111.54,4888.17,4966.32,"35994540000"
"2015",Jun,"2015-06-01",4986.87,5164.36,4956.23,5094.94,"41338820000"
"2015",Jul,"2015-07-01",5128.28,5231.94,4901.51,5029.05,"40633420000"
"2015",Aug,"2015-08-01",4776.51,5175.26,4292.14,5134.34,"43408300000"
"2015",Sep,"2015-09-01",4620.16,4960.87,4487.06,4673.61,"41503920000"
"2015",Oct,"2015-10-01",5053.75,5095.69,4552.34,4624.46,"42348240000"
"2015",Nov,"2015-11-01",5108.67,5163.47,4908.66,5065.64,"36834860000"
"2015",Dec,"2015-12-01",5007.41,5176.77,4871.59,5129.64,"40617940000"
"2016",Jan,"2016-01-01",4613.95,4926.73,4313.39,4897.65,"44877130000"
"2016",Feb,"2016-02-01",4557.95,4636.93,4209.76,4587.59,"43108650000"
"2016",Mar,"2016-03-01",4869.85,4899.14,4581.75,4596.01,"40738880000"
"2016",Apr,"2016-04-01",4775.36,4969.32,4740.84,4842.55,"38014300000"
"2016",May,"2016-05-01",4948.05,4951.45,4678.38,4786.55,"38803240000"
"2016",Jun,"2016-06-01",4842.67,4980.14,4574.25,4928.97,"44213900000"
